Time,Frequency
0.000101,39024.39024390244
0.000203,39215.6862745098
0.000306,39215.6862745098
0.000407,38647.34299516907
0.00051,38647.34299516907
0.0006140000000000001,38834.95145631068
0.0007170000000000001,38461.53846153847
0.0008200000000000001,38095.23809523809
0.000925,38277.51196172249
0.00103,38277.51196172249
0.001134,38277.51196172249
0.001239,38095.23809523811
0.001343,38095.23809523811
0.001449,38461.53846153849
0.001553,37914.69194312795
0.0016569999999999998,37558.685446009375
0.001764,37914.691943128
0.00187,38095.23809523811
0.0019749999999999998,37914.69194312792
0.00208,37558.685446009375
0.002186,37558.685446009375
0.002293,37914.69194312792
0.002399,37558.685446009375
0.002504,37558.685446009375
0.002612,37558.685446009375
0.0027170000000000002,37209.30232558141
0.0028250000000000003,33195.02074688798
0.002932,33057.85123966942
0.003066,36866.35944700458
0.003174,37037.03703703703
0.0032830000000000003,37037.03703703703
0.0033900000000000002,33057.85123966942
0.0034990000000000004,33472.80334728033
0.0036320000000000002,37037.03703703703
0.0037380000000000004,26578.07308970103
0.0038480000000000003,21276.59574468085
0.004039,22857.142857142826
0.004224,29411.764705882295
0.0043890000000000005,29411.764705882295
0.004496000000000001,26490.066225165545
0.004661000000000001,32520.325203252072
0.004798000000000001,29304.029304029325
0.004907000000000001,24615.38461538463
0.005071000000000001,22792.02279202281
0.0052320000000000005,16227.180527383354
0.005422000000000001,8918.617614269786
0.252195,22284.122562674205
0.252373,25806.451612905144
0.252554,30769.230769232843
0.252683,30888.03088802979
0.252814,34334.763948492146
0.252942,34334.763948492146
0.253047,27874.5644599267
0.25317500000000004,30188.679245281284
0.25333400000000006,30188.679245281284
0.25344000000000005,30651.340996167266
0.2535990000000001,38461.53846154106
0.25370100000000007,37914.691943124955
0.25380700000000006,37383.177570085165
0.2539120000000001,37558.685446006086
0.2540210000000001,38095.238095240275
0.2541250000000001,37914.691943124955
0.2542310000000001,37735.849056595674
0.2543360000000001,37558.685446006086
0.25444300000000014,33333.33333333084
0.25454900000000014,33057.85123966669
0.25468300000000016,36866.359447000745
0.25479100000000016,32921.810699581874
0.2549000000000002,24999.999999996682
0.2550340000000002,24922.118380061085
0.2552200000000002,29629.629629630457
0.2553550000000002,32921.8106995894
0.2554900000000002,32786.88524589869
0.2555980000000002,32653.061224483034
0.25573400000000024,33195.02074688153
0.25584300000000026,29411.76470588295
0.2559750000000003,29304.02930403277
0.25611500000000026,29739.776951670738
0.25624800000000025,22346.36871508224
0.2563840000000003,24242.424242424466
0.2566060000000003,27027.027027025342
0.2567140000000003,20887.728459528815
0.2569020000000003,24390.2439024394
0.2570970000000003,29629.629629630457
0.2572300000000003,19512.195121950197
0.2573670000000003,19656.019656017423
0.2576400000000003,18264.840182646338
0.25777400000000034,11577.424023153966
0.4350320000000004,18561.48491879287
0.4352850000000004,23952.095808383165
0.43546300000000043,12480.499219968746
0.5477940000000004,39800.99502487429
0.5478950000000005,39408.86699508297
0.5479950000000005,38834.95145632417
0.5480980000000004,38647.34299517707
0.5482010000000004,38277.51196171979
0.5483050000000004,37735.849056605555
0.5484100000000004,38277.51196171979
0.5485170000000004,30534.351145027038
0.5486190000000004,30075.187969913564
0.5487790000000005,37735.849056585794
0.5488850000000005,33333.33333333084
0.5489910000000006,32921.8106995894
0.5491250000000005,24539.87730060985
0.5492340000000006,22857.142857138126
0.5494510000000006,29629.629629618274
0.5495840000000006,24242.424242420388
0.5497210000000007,19512.195121950197
0.5499140000000007,20942.40837696371
0.5501310000000007,28880.86642599573
0.5502960000000007,36199.09502262006
0.5504080000000007,36529.68036528342
0.5505170000000007,29090.90909090642
0.5506270000000008,20725.388601036408
0.5507920000000007,23952.095808379185
0.5510130000000008,26143.79084967077
0.5511260000000008,11695.906432748232
0.5513190000000008,8968.609865470813
0.5518100000000008,12232.415902141936
0.5522110000000008,12944.983818772396
0.5524640000000007,16701.461377874184
0.5528290000000007,35398.230088503646
0.5529430000000006,35714.2857142854
0.5530550000000006,31372.549019607202
0.5531670000000006,28368.794326240684
0.5533100000000006,28368.794326240684
0.5534490000000006,21798.365122615436
0.5535920000000006,12232.415902139861
0.5538160000000006,10126.582278480135
0.6513280000000007,43715.84699455147
0.6514190000000006,43478.2608695742
0.6515110000000006,42553.191489369405
0.6516030000000006,41884.816753939594
0.6516990000000006,42105.26315791414
0.6517940000000005,41237.113402079616
0.6518890000000005,40609.137055837
0.6519880000000005,40609.137055837
0.6520860000000005,40201.005025135884
0.6521850000000005,39800.99502487429
0.6522850000000004,39603.96039603265
0.6523860000000005,39024.390243900394
0.6524870000000005,39024.390243900394
0.6525910000000005,39215.68627451327
0.6526920000000005,33613.445378156845
0.6527950000000005,30303.030303025484
0.6529300000000005,34482.758620688175
